Date;Mois;Contrepartie;Montant (€);Source;Type;Catégorie;Matched mot_clé;Matched type_condition
2024-03-16 00:00:00;2024-03;Fnac Beaugrenell2449134;-245.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-18 06:58:22;2024-03;URSSAF D ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D ILE DE FRANCE;
2024-03-19 16:58:18;2024-03;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2024-03-20 00:00:00;2024-03;Ldlc-pro.com    4064896;-664.29;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-21 13:20:36;2024-03;COGEA Conseil;-683.47;Qonto;;FdS;COGEA Conseil;
2024-03-22 00:00:00;2024-03;Vin Bis Boetie  4985282;-22.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-03-25 20:06:29;2024-03;Caisse de Retraite;-996.61;Qonto;;FdS;Caisse de Retraite;
2024-04-01 15:57:00;2024-04;Qonto;-13.2;Qonto;;FdS;Qonto;
2024-04-02 09:03:43;2024-04;FRENCH PAYROLL EXPERT / Thomas Bidou;-126.0;Qonto;;FdS;FRENCH PAYROLL EXPERT / Thomas Bidou;
2024-04-04 08:04:19;2024-04;FINSTART;35676.6;Qonto;;Conseil;FINSTART;
2024-04-04 09:18:45;2024-04;Geoffrey RAIA;-8400.0;Qonto;;Conseil;Geoffrey RAIA;
2024-04-04 09:20:49;2024-04;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-04-05 15:35:03;2024-04;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2024-04-07 00:00:00;2024-04;Passy;-298.99;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-04-09 07:01:33;2024-04;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-04-09 07:19:16;2024-04;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2024-04-09 07:53:37;2024-04;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-04-09 08:12:30;2024-04;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-04-09 08:14:09;2024-04;Alan;-102.0;Qonto;;FdS;Alan;
2024-04-09 08:17:29;2024-04;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-04-09 08:23:29;2024-04;HISCOX SA HISCOX SA;-242.5;Qonto;;FdS;HISCOX;
2024-04-11 14:35:31;2024-04;CORUM EURION;922.85;Qonto;;SCPI;CORUM EURION;
2024-04-16 05:10:48;2024-04;URSSAF D'ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-04-22 05:48:42;2024-04;ALTAROC GLOBAL 2023 FPCI - COLLECTE;-10000.0;Qonto;;PE;ALTAROC GLOBAL 2023 FPCI - COLLECTE;
2024-04-22 05:49:33;2024-04;ALTAROC GLOBAL 2022 FPCI - COLLECTE;-10000.0;Qonto;;PE;ALTAROC GLOBAL 2022 FPCI - COLLECTE;
2024-04-22 08:50:20;2024-04;MISSION SPORT & SANTE;-350.0;Qonto;;FdS;MISSION SPORT & SANTE;
2024-04-22 14:55:15;2024-04;PERSPECTIVES ADVISORY;1860.0;Qonto;;Conseil;PERSPECTIVES ADVISORY;
2024-04-24 06:57:33;2024-04;SCPI EPARGNE PIERRE;3175.92;Qonto;;SCPI;EPARGNE PIERRE;
2024-04-24 07:00:01;2024-04;SCPI EPARGNE PIERRE;300.75;Qonto;;SCPI;EPARGNE PIERRE;
2024-04-24 07:32:34;2024-04;SCPI IMMORENTE;2063.88;Qonto;;SCPI;IMMORENTE;
2024-04-24 07:34:21;2024-04;EFIMMO 1;949.5;Qonto;;SCPI;EFIMMO;
2024-04-24 14:25:08;2024-04;Mangopay;2983.33;Qonto;;Crowdfunding;Mangopay;
2024-04-25 00:00:00;2024-04;Rotonde Muette;-50.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-04-28 00:00:00;2024-04;Espèces chez Societe Generale;-300.0;Revolut;ATM;FdS;;ATM
2024-04-30 13:59:37;2024-04;ARIA;15888.6;Qonto;;Conseil;Aria;
2024-05-01 16:06:17;2024-05;Qonto;-13.2;Qonto;;FdS;Qonto;
2024-05-02 07:43:22;2024-05;SCI   PRIMOPIERRE;1731.6;Qonto;;SCPI;PRIMOPIERRE;
2024-05-02 09:54:20;2024-05;Geoffrey RAIA;-8400.0;Qonto;;Conseil;Geoffrey RAIA;
2024-05-02 14:26:40;2024-05;ARIA;19788.0;Qonto;;Conseil;Aria;
2024-05-02 16:36:42;2024-05;AURELIA DURAND DESIGN STUDIO;-8159.7;Qonto;;Conseil;AURELIA DURAND DESIGN STUDIO;
2024-05-07 06:06:00;2024-05;Alan;-102.0;Qonto;;FdS;Alan;
2024-05-08 00:00:00;2024-05;Repairedebacchus;-223.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-05-08 06:45:53;2024-05;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-05-08 06:45:56;2024-05;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-05-08 06:46:45;2024-05;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-05-08 06:47:43;2024-05;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-05-08 06:48:24;2024-05;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2024-05-13 07:25:02;2024-05;CORUM EURION;867.12;Qonto;;SCPI;CORUM EURION;
2024-05-15 14:18:11;2024-05;Mangopay;12889.69;Qonto;;Crowdfunding;Mangopay;
2024-05-16 06:19:20;2024-05;URSSAF D'ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-05-16 07:14:06;2024-05;ARIA;19788.0;Qonto;;Conseil;Aria;
2024-05-16 07:22:28;2024-05;ARIA;15132.0;Qonto;;Conseil;Aria;
2024-05-16 13:52:14;2024-05;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2024-05-17 00:00:00;2024-05;Passy;-49.98;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-05-22 00:00:00;2024-05;Sncf Internet;-49.6;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-05-24 08:03:13;2024-05;Geoffrey RAIA;-8000.0;Qonto;;Conseil;Geoffrey RAIA;
2024-05-28 05:29:56;2024-05;LBO - FONDS FCPR WCS3;-20000.0;Qonto;;PE;LBO - FONDS FCPR WCS3;
2024-05-28 07:02:16;2024-05;Mangopay;6794.47;Qonto;;Crowdfunding;Mangopay;
2024-05-30 11:59:06;2024-05;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-05-30 12:00:24;2024-05;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-06-01 00:00:00;2024-06;Total Mkt Fr;-88.93;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-06-01 16:15:30;2024-06;Qonto;-13.2;Qonto;;FdS;Qonto;
2024-06-03 10:10:59;2024-06;BLOOM - PBA;-10127.76;Qonto;;VC;BLOOM;
2024-06-04 05:39:51;2024-06;EPARGNE PIERRE EUROPE;-100000.0;Qonto;;SCPI;EPARGNE PIERRE;
2024-06-06 05:53:29;2024-06;Alan;-102.0;Qonto;;FdS;Alan;
2024-06-07 00:00:00;2024-06;Starbucks       2961334;-14.55;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-06-10 07:03:24;2024-06;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-06-10 07:07:07;2024-06;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-06-10 07:14:02;2024-06;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-06-10 07:14:20;2024-06;SAS CASALINA  FP;275.1;Qonto;;Crowdfunding;SAS CASALINA  FP;
2024-06-10 07:15:52;2024-06;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-06-11 14:45:59;2024-06;CORUM EURION;919.13;Qonto;;SCPI;CORUM EURION;
2024-06-13 00:00:00;2024-06;Sc-rest. Matsuya;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-06-17 00:00:00;2024-06;Station Essence 2384204;-67.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-06-18 05:42:10;2024-06;URSSAF D ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D ILE DE FRANCE;
2024-06-19 05:11:20;2024-06;DGFIP;-1435.0;Qonto;;impots;DGFIP;
2024-06-20 00:00:00;2024-06;Buns Paris 15;-14.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-06-20 10:24:30;2024-06;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2024-06-23 00:00:00;2024-06;Chez Livio      2700084;-89.6;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-06-25 18:40:25;2024-06;FINSTART;31137.0;Qonto;;Conseil;FINSTART;
2024-06-25 18:55:07;2024-06;Geoffrey RAIA;-6000.0;Qonto;;Conseil;Geoffrey RAIA;
2024-06-25 18:57:08;2024-06;AURELIA DURAND DESIGN STUDIO;-4840.5;Qonto;;Conseil;AURELIA DURAND DESIGN STUDIO;
2024-06-25 18:58:25;2024-06;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-06-25 19:03:03;2024-06;Guichar Jean-Philippe;-2263.05;Qonto;;FdS;Guichar Jean-Philippe;
2024-06-27 00:00:00;2024-06;Sc-rest. Matsuya;-16.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-06-27 07:00:25;2024-06;Mangopay;23074.11;Qonto;;Crowdfunding;Mangopay;
2024-06-28 00:00:00;2024-06;Gr Epicerie 16  4704771;-5.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-06-28 00:00:00;2024-06;Passy;-44.97;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-06-29 00:00:00;2024-06;L Ogre          2471405;-324.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-07-01 13:52:01;2024-07;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2024-07-01 16:26:27;2024-07;Qonto;-13.2;Qonto;;FdS;Qonto;
2024-07-02 10:28:17;2024-07;Qonto;-116.48;Qonto;;FdS;Qonto;
2024-07-03 00:00:00;2024-07;Gr Epicerie 16  4704771;-5.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-07-04 00:00:00;2024-07;Buns Paris 15;-16.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-07-04 05:47:03;2024-07;Alan;-102.0;Qonto;;FdS;Alan;
2024-07-05 07:26:20;2024-07;FRENCH PAYROLL EXPERT / Thomas Bidou;-126.0;Qonto;;FdS;FRENCH PAYROLL EXPERT / Thomas Bidou;
2024-07-06 00:00:00;2024-07;Gr Epicerie 16  4704771;-5.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-07-08 07:22:05;2024-07;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-07-08 07:25:44;2024-07;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-07-08 07:26:48;2024-07;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-07-08 07:27:17;2024-07;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-07-11 14:00:36;2024-07;CORUM EURION;1089.43;Qonto;;SCPI;CORUM EURION;
2024-07-16 14:37:23;2024-07;Mangopay;952.38;Qonto;;Crowdfunding;Mangopay;
2024-07-16 15:39:53;2024-07;URSSAF D'ILE DE FRANCE;-1685.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-07-17 05:30:04;2024-07;ALTAROC ODYSSEY 2024 FPCI - COLLECTE;-12000.0;Qonto;;PE;ALTAROC ODYSSEY 2024 FPCI;
2024-07-19 12:02:22;2024-07;PERSPECTIVES ADVISORY;1290.0;Qonto;;Conseil;PERSPECTIVES ADVISORY;
2024-07-23 05:43:34;2024-07;DGFIP;-448.0;Qonto;;impots;DGFIP;
2024-07-24 06:05:20;2024-07;DGFIP;-6146.0;Qonto;;impots;DGFIP;
2024-07-24 06:58:20;2024-07;SCPI EPARGNE PIERRE;3175.92;Qonto;;SCPI;EPARGNE PIERRE;
2024-07-25 05:39:44;2024-07;MALAKOFF HUMANIS;-352.8;Qonto;;FdS;MALAKOFF HUMANIS;
2024-07-28 00:00:00;2024-07;Ristorante Dino Sc1;-48.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-07-29 07:12:33;2024-07;EFIMMO 1;949.5;Qonto;;SCPI;EFIMMO;
2024-07-29 07:14:40;2024-07;SCPI IMMORENTE;2063.88;Qonto;;SCPI;IMMORENTE;
2024-07-30 00:00:00;2024-07;Sapn            4758648;-3.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-07-31 14:31:54;2024-07;SCI   PRIMOPIERRE;1731.6;Qonto;;SCPI;PRIMOPIERRE;
2024-08-01 07:42:30;2024-08;SAS CASALINA  FP;498.9;Qonto;;Crowdfunding;SAS CASALINA  FP;
2024-08-01 07:42:33;2024-08;SAS CASALINA  FP;30000.0;Qonto;;Crowdfunding;SAS CASALINA  FP;
2024-08-01 10:27:21;2024-08;Cuvelier Fauvarque;-1643.47;Qonto;;FdS;Cuvelier Fauvarque;
2024-08-01 16:07:54;2024-08;ARIA;7566.0;Qonto;;Conseil;Aria;
2024-08-01 16:08:39;2024-08;ARIA;19788.0;Qonto;;Conseil;Aria;
2024-08-01 16:27:39;2024-08;Geoffrey RAIA;-4000.0;Qonto;;Conseil;Geoffrey RAIA;
2024-08-05 08:04:12;2024-08;LES SHERPAS;2400.0;Qonto;;Conseil;LES SHERPAS;
2024-08-06 00:00:00;2024-08;Dac Inter;-68.19;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-08-06 06:10:16;2024-08;Alan;-102.0;Qonto;;FdS;Alan;
2024-08-06 07:11:49;2024-08;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-08-06 07:13:18;2024-08;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-08-06 07:42:15;2024-08;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-08-06 07:51:00;2024-08;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-08-07 00:00:00;2024-08;La Couronne;-324.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-08-08 00:00:00;2024-08;Park Vieux March Bse;-7.1;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-08-12 07:28:12;2024-08;ARIA;19788.0;Qonto;;Conseil;Aria;
2024-08-12 07:49:26;2024-08;ARIA;17401.8;Qonto;;Conseil;Aria;
2024-08-13 00:00:00;2024-08;Dac Inter;-76.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-08-13 07:04:13;2024-08;CORUM EURION;910.0;Qonto;;SCPI;CORUM EURION;
2024-08-14 19:03:59;2024-08;Guichar Jean-Philippe;-4212.0;Qonto;;FdS;Guichar Jean-Philippe;
2024-08-14 19:05:28;2024-08;Guichar Jean-Philippe;-4675.0;Qonto;;FdS;Guichar Jean-Philippe;
2024-08-15 07:03:34;2024-08;Geoffrey RAIA;-9200.0;Qonto;;Conseil;Geoffrey RAIA;
2024-08-16 07:04:12;2024-08;Guichar Jean-Philippe;-7988.63;Qonto;;FdS;Guichar Jean-Philippe;
2024-08-19 05:57:12;2024-08;URSSAF D'ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-08-23 00:00:00;2024-08;Newrest Wagons Lits Franc;-10.7;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-08-23 00:00:00;2024-08;Pizza And Chill;-47.3;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-08-28 00:00:00;2024-08;Dac Inter;-65.07;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-08-29 00:00:00;2024-08;Sc-rest. Matsuya;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-09-02 09:16:18;2024-09;AURELIA DURAND DESIGN STUDIO;-1383.0;Qonto;;Conseil;AURELIA DURAND DESIGN STUDIO;
2024-09-04 05:54:41;2024-09;Alan Insurance;-102.0;Qonto;;FdS;Alan Insurance;
2024-09-07 00:00:00;2024-09;Gr Epicerie 16  4704771;-5.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-09-08 00:00:00;2024-09;Dutch Style;-300.0;Revolut;CARD_PAYMENT;FdS;Dutch Style;
2024-09-10 07:00:10;2024-09;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-09-10 07:01:14;2024-09;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-09-10 07:08:21;2024-09;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-09-10 07:08:21;2024-09;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-09-11 14:08:14;2024-09;CORUM EURION;949.03;Qonto;;SCPI;CORUM EURION;
2024-09-12 00:00:00;2024-09;Sc-rest. Matsuya;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-09-14 00:00:00;2024-09;Maxicoffee Gc;-2.6;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-09-17 05:52:41;2024-09;URSSAF D'ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-09-17 14:09:08;2024-09;Dutch Style;-1082.5;Qonto;;FdS;Dutch Style;
2024-09-18 05:56:21;2024-09;DGFIP;-1457.0;Qonto;;impots;DGFIP;
2024-09-19 07:12:15;2024-09;ARIA;15888.6;Qonto;;Conseil;Aria;
2024-09-19 07:21:17;2024-09;ARIA;19788.0;Qonto;;Conseil;Aria;
2024-09-19 08:10:48;2024-09;Geoffrey RAIA;-8400.0;Qonto;;Conseil;Geoffrey RAIA;
2024-09-21 00:00:00;2024-09;Dac Inter;-75.01;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-09-23 06:54:03;2024-09;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-09-23 06:58:25;2024-09;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-09-23 10:03:41;2024-09;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-09-24 00:00:00;2024-09;Jucanis 24 24 Pl;-38.88;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-09-26 00:00:00;2024-09;Sc-rest. Matsuya;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-10-02 05:58:46;2024-10;DGFIP;-14010.0;Qonto;;impots;DGFIP;
2024-10-02 08:07:54;2024-10;FRENCH PAYROLL EXPERT / Thomas Bidou;-126.0;Qonto;;FdS;FRENCH PAYROLL EXPERT / Thomas Bidou;
2024-10-03 00:00:00;2024-10;Sushi Sun;-16.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-10-04 06:11:12;2024-10;Alan Insurance;-102.0;Qonto;;FdS;Alan Insurance;
2024-10-08 10:22:27;2024-10;Mangopay;683.34;Qonto;;Crowdfunding;Mangopay;
2024-10-09 10:09:29;2024-10;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-10-09 10:09:53;2024-10;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2024-10-09 10:09:54;2024-10;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-10-09 10:10:15;2024-10;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-10-10 00:00:00;2024-10;Buns Paris 15;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-10-11 14:19:16;2024-10;CORUM EURION;867.36;Qonto;;SCPI;CORUM EURION;
2024-10-14 00:00:00;2024-10;Dac Inter;-50.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-10-16 05:47:27;2024-10;URSSAF D'ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-10-16 06:05:44;2024-10;DGFIP;-1161.0;Qonto;;impots;DGFIP;
2024-10-17 00:00:00;2024-10;Sc-rest. Ilaki;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-10-21 00:00:00;2024-10;E.leclerc;-95.99;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-10-21 05:30:32;2024-10;ALTAROC ODYSSEY 2022 FPCI - COLLECTE;-10000.0;Qonto;;PE;ALTAROC ODYSSEY 2022 FPCI;
2024-10-21 05:33:16;2024-10;ALTAROC ODYSSEY 2023 FPCI;-10000.0;Qonto;;PE;ALTAROC ODYSSEY 2023 FPCI;
2024-10-21 07:12:02;2024-10;Mangopay;9617.64;Qonto;;Crowdfunding;Mangopay;
2024-10-24 07:01:23;2024-10;SCPI EPARGNE PIERRE;3175.92;Qonto;;SCPI;EPARGNE PIERRE;
2024-10-24 14:16:50;2024-10;ARIA;10592.4;Qonto;;Conseil;Aria;
2024-10-24 14:19:07;2024-10;ARIA;19788.0;Qonto;;Conseil;Aria;
2024-10-25 07:02:04;2024-10;SCPI IMMORENTE;2063.88;Qonto;;SCPI;IMMORENTE;
2024-10-25 07:02:09;2024-10;EFIMMO 1;949.5;Qonto;;SCPI;EFIMMO;
2024-10-25 07:03:23;2024-10;EFIMMO 1;510.62;Qonto;;SCPI;EFIMMO;
2024-10-25 13:23:10;2024-10;Geoffrey RAIA;-5600.0;Qonto;;Conseil;Geoffrey RAIA;
2024-10-31 15:42:55;2024-10;SCI   PRIMOPIERRE;1731.6;Qonto;;SCPI;PRIMOPIERRE;
2024-11-03 18:59:54;2024-11;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-11-05 00:00:00;2024-11;Daikichi        2471049;-59.6;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-05 08:32:22;2024-11;Mangopay;1100.0;Qonto;;Crowdfunding;Mangopay;
2024-11-06 06:38:44;2024-11;Alan Insurance;-102.0;Qonto;;FdS;Alan Insurance;
2024-11-07 00:00:00;2024-11;Gr Epicerie 16  4704771;-12.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-07 00:00:00;2024-11;Sc-rest. Matsuyama;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-07 16:44:55;2024-11;Guichar Jean-Philippe;-700.0;Qonto;;FdS;Guichar Jean-Philippe;
2024-11-08 00:00:00;2024-11;Daikichi        2471049;-15.8;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-11 00:00:00;2024-11;Gr Epicerie 16  4704771;-5.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-11 07:58:47;2024-11;SAS GDG HOLDCO FRAGONARD FP;166.6;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-11-11 08:30:57;2024-11;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-11-11 08:42:23;2024-11;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-11-11 08:44:42;2024-11;SAS INFINI CAPITAL;56.1;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
