Date;Mois;Contrepartie;Montant (€);Source;Type;Catégorie;Matched mot_clé;Matched type_condition
2024-11-12 00:00:00;2024-11;Dac Inter;-66.01;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-13 00:00:00;2024-11;Sapn            4758648;-3.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-13 17:03:47;2024-11;CORUM EURION;929.81;Qonto;;SCPI;CORUM EURION;
2024-11-14 00:00:00;2024-11;L Armandie      2987097;-2.8;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-14 00:00:00;2024-11;Buns Paris 15;-16.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-14 07:57:57;2024-11;Mangopay;388.56;Qonto;;Crowdfunding;Mangopay;
2024-11-14 14:07:39;2024-11;AURELIA DURAND DESIGN STUDIO;-8021.4;Qonto;;Conseil;AURELIA DURAND DESIGN STUDIO;
2024-11-15 15:19:35;2024-11;Mangopay;266.66;Qonto;;Crowdfunding;Mangopay;
2024-11-18 06:53:21;2024-11;URSSAF D'ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-11-20 00:00:00;2024-11;Frais Revolut Business;-10.0;Revolut;FEE;FdS;;FEE
2024-11-21 00:00:00;2024-11;Sc-rest. Ilaki;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-25 00:00:00;2024-11;Daikichi        2471049;-37.6;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-27 00:00:00;2024-11;Gandi Order 134056428;-345.38;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-11-28 00:00:00;2024-11;Sc-rest. Matsuya;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-04 08:46:53;2024-12;ARIA;19788.0;Qonto;;Conseil;Aria;
2024-12-04 08:49:28;2024-12;ARIA;14375.4;Qonto;;Conseil;Aria;
2024-12-04 08:59:09;2024-12;Geoffrey RAIA;-7600.0;Qonto;;Conseil;Geoffrey RAIA;
2024-12-04 09:02:43;2024-12;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2024-12-05 00:00:00;2024-12;Buns Paris 15;-16.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-05 00:00:00;2024-12;Sc-rest. Matsuya;-10.8;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-05 07:36:08;2024-12;Alan Insurance;-102.0;Qonto;;FdS;Alan Insurance;
2024-12-08 00:00:00;2024-12;Sodical;-44.24;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-09 08:15:59;2024-12;Mangopay;11302.05;Qonto;;Crowdfunding;Mangopay;
2024-12-10 08:00:26;2024-12;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2024-12-10 08:03:41;2024-12;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2024-12-11 08:52:33;2024-12;CORUM EURION;1448.29;Qonto;;SCPI;CORUM EURION;
2024-12-12 00:00:00;2024-12;Sc-rest. Ilaki;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-12 00:00:00;2024-12;Sc-rest. Ilaki;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-13 00:00:00;2024-12;Ristorante Dino;-59.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-13 15:23:30;2024-12;Mangopay;416.67;Qonto;;Crowdfunding;Mangopay;
2024-12-14 00:00:00;2024-12;Js Event;-84.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-14 00:00:00;2024-12;Js Event;-250.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-15 00:00:00;2024-12;Jean Louis Ronald;-10.7;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-16 00:00:00;2024-12;Recre Azur;-40.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-16 00:00:00;2024-12;Passy;-45.97;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-17 00:00:00;2024-12;Gr Epicerie 16;-5.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-17 00:00:00;2024-12;Gr Epicerie 16;-20.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-17 06:25:41;2024-12;URSSAF D'ILE DE FRANCE;-10.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2024-12-17 08:08:31;2024-12;SAS GDG HOLDCO FRAGONARD FP;33.2;Qonto;;Crowdfunding;SAS GDG HOLDCO FRAGONARD FP;
2024-12-18 06:54:49;2024-12;DGFIP;-559.0;Qonto;;impots;DGFIP;
2024-12-19 00:00:00;2024-12;Sc-rest. Ilaki;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-20 00:00:00;2024-12;Frais Revolut Business;-10.0;Revolut;FEE;FdS;;FEE
2024-12-20 06:36:21;2024-12;LBO - FONDS FCPR WCS3;-20000.0;Qonto;;PE;LBO - FONDS FCPR WCS3;
2024-12-20 09:01:12;2024-12;Guichar Jean-Philippe;-2262.71;Qonto;;FdS;Guichar Jean-Philippe;
2024-12-21 17:00:50;2024-12;Guichar Jean-Philippe;-5000.0;Qonto;;FdS;Guichar Jean-Philippe;
2024-12-22 00:00:00;2024-12;Cafevasilyparis;-17.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2024-12-27 07:00:36;2024-12;DGFIP;-7590.0;Qonto;;impots;DGFIP;
2024-12-31 07:59:30;2024-12;Mangopay;266.67;Qonto;;Crowdfunding;Mangopay;
2025-01-01 00:00:00;2025-01;Nespresso;-48.31;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-02 00:00:00;2025-01;Porchester;-77.73;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-02 00:00:00;2025-01;G7;-48.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-02 00:00:00;2025-01;513102 Id Tratto;-33.1;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-02 10:44:02;2025-01;FRENCH PAYROLL EXPERT / Thomas Bidou;-126.0;Qonto;;FdS;FRENCH PAYROLL EXPERT / Thomas Bidou;
2025-01-03 00:00:00;2025-01;Notto Piccadilly;-73.94;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-03 00:00:00;2025-01;Zettle_*watchhouse;-15.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-03 00:00:00;2025-01;Ecsi Ltd;-9.23;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-04 00:00:00;2025-01;Duck And Rice;-115.77;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-04 00:00:00;2025-01;Maison Assouline;-41.6;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-04 00:00:00;2025-01;Ecsi Ltd;-9.23;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-05 00:00:00;2025-01;Wright Brothers;-145.2;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-06 00:00:00;2025-01;Taxi Parisien;-44.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-06 08:09:22;2025-01;ARIA;6809.4;Qonto;;Conseil;Aria;
2025-01-06 09:07:45;2025-01;Geoffrey RAIA;-3600.0;Qonto;;Conseil;Geoffrey RAIA;
2025-01-07 06:57:03;2025-01;Alan Insurance;-102.0;Qonto;;FdS;Alan Insurance;
2025-01-07 08:29:20;2025-01;ARIA;19788.0;Qonto;;Conseil;Aria;
2025-01-08 00:00:00;2025-01;Gr Epicerie 16;-5.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-08 08:48:53;2025-01;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2025-01-08 08:50:05;2025-01;SAS INFINI CAPITAL;184.2;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2025-01-08 15:14:27;2025-01;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2025-01-09 00:00:00;2025-01;Mcdonalds 350;-11.95;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-09 00:00:00;2025-01;Sc-rest. Matsuyama;-9.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-09 00:00:00;2025-01;Sc-rest. Ilaki;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-09 07:45:27;2025-01;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2025-01-09 07:45:29;2025-01;SAS BVI.EU FINANCE  FP;166.6;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2025-01-11 00:00:00;2025-01;Ristorante Dino Sc1;-72.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-13 15:43:14;2025-01;CORUM EURION;1461.5;Qonto;;SCPI;CORUM EURION;
2025-01-16 00:00:00;2025-01;Gr Epicerie 16;-5.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-16 00:00:00;2025-01;Sc-rest. Matsuyama;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-16 00:00:00;2025-01;La Lorraine;-182.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-16 06:39:29;2025-01;URSSAF D'ILE DE FRANCE;-1685.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2025-01-17 00:00:00;2025-01;Paris Business A;-700.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-19 00:00:00;2025-01;Daikichi;-56.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-20 00:00:00;2025-01;Frais Revolut Business;-10.0;Revolut;FEE;FdS;;FEE
2025-01-21 00:00:00;2025-01;Sq *noir Coffee Shop -;-5.8;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-22 06:39:36;2025-01;DGFIP;-448.0;Qonto;;impots;DGFIP;
2025-01-23 00:00:00;2025-01;Brach Paris Fnb;-33.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-23 00:00:00;2025-01;Buns Paris 15;-19.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-23 00:00:00;2025-01;Sc-rest. Ilaki;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-26 00:00:00;2025-01;Rotonde Muette;-35.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-27 00:00:00;2025-01;Indigo 940004;-8.3;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-27 07:06:11;2025-01;MALAKOFF HUMANIS;-352.8;Qonto;;FdS;MALAKOFF HUMANIS;
2025-01-28 04:03:43;2025-01;EPARGNE PIERRE EUROPE;938.22;Qonto;;SCPI;EPARGNE PIERRE;
2025-01-28 04:07:14;2025-01;SCPI EPARGNE PIERRE;3380.43;Qonto;;SCPI;EPARGNE PIERRE;
2025-01-28 04:12:25;2025-01;SCPI IMMORENTE;964.32;Qonto;;SCPI;IMMORENTE;
2025-01-28 04:13:48;2025-01;SCPI IMMORENTE;2628.36;Qonto;;SCPI;IMMORENTE;
2025-01-28 04:14:44;2025-01;EFIMMO 1;1000.14;Qonto;;SCPI;EFIMMO;
2025-01-28 16:49:32;2025-01;ARIA;19788.0;Qonto;;Conseil;Aria;
2025-01-28 16:50:04;2025-01;ARIA;15888.6;Qonto;;Conseil;Aria;
2025-01-28 19:42:25;2025-01;Geoffrey RAIA;-8400.0;Qonto;;Conseil;Geoffrey RAIA;
2025-01-28 19:45:14;2025-01;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2025-01-29 04:10:14;2025-01;Mangopay;266.67;Qonto;;Crowdfunding;Mangopay;
2025-01-30 00:00:00;2025-01;Sc-rest. Matsuyama;-19.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-01-31 15:14:00;2025-01;SCI   PRIMOPIERRE;942.76;Qonto;;SCPI;PRIMOPIERRE;
2025-02-01 00:00:00;2025-02;Sc-gourmandises;-4.6;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-03 09:45:00;2025-02;Mangopay;437.5;Qonto;;Crowdfunding;Mangopay;
2025-02-05 06:59:39;2025-02;Alan Insurance;-126.5;Qonto;;FdS;Alan Insurance;
2025-02-06 00:00:00;2025-02;Sc-rest. Matsuyama;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-10 00:00:00;2025-02;Deli Bun;-22.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-10 07:57:50;2025-02;SAS BVI.EU FINANCE  FP;183.4;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2025-02-10 07:59:33;2025-02;SAS BVI.EU FINANCE  FP;2000.0;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2025-02-10 07:59:34;2025-02;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2025-02-11 14:54:04;2025-02;CORUM EURION;993.23;Qonto;;SCPI;CORUM EURION;
2025-02-13 00:00:00;2025-02;Sc-rest. Ilaki;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-13 07:20:08;2025-02;OPCO ATLAS;-30.0;Qonto;;FdS;OPCO ATLAS;
2025-02-14 07:52:38;2025-02;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2025-02-17 00:00:00;2025-02;Total Mkt Fr;-82.89;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-17 00:00:00;2025-02;Cofiroute;-21.3;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-18 06:43:53;2025-02;URSSAF D'ILE DE FRANCE;-12.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2025-02-20 00:00:00;2025-02;Le Mary Max;-91.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-20 00:00:00;2025-02;Frais Revolut Business;-10.0;Revolut;FEE;FdS;;FEE
2025-02-21 00:00:00;2025-02;Hrc33617esso2;-90.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-21 00:00:00;2025-02;Cofiroute;-21.3;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-22 00:00:00;2025-02;Ristorante Dino;-123.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-24 00:02:39;2025-02;AURELIA DURAND DESIGN STUDIO AURELIA DURAND;-5647.25;Qonto;;Conseil;AURELIA DURAND DESIGN STUDIO AURELIA DURAND;
2025-02-26 00:00:00;2025-02;Dac Inter;-66.69;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-02-27 06:46:47;2025-02;COGEA Conseil;-224.63;Qonto;;FdS;COGEA Conseil;
2025-02-28 08:03:19;2025-02;ARIA;16645.2;Qonto;;Conseil;Aria;
2025-02-28 16:51:01;2025-02;ARIA;19788.0;Qonto;;Conseil;Aria;
2025-03-01 00:00:00;2025-03;Le Dauphin;-183.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-02 00:00:00;2025-03;Nguyen Thi Tuyet Ei;-34.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-02 00:00:00;2025-03;Google Gsuite_hfg-capi;-3.2;Revolut;CARD_PAYMENT;FdS;google;
2025-03-03 00:00:00;2025-03;Compass Group;-3.25;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-03 00:00:00;2025-03;Certas Essof215;-60.01;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-03 07:57:17;2025-03;Geoffrey RAIA;-8800.0;Qonto;;Conseil;Geoffrey RAIA;
2025-03-03 08:00:20;2025-03;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2025-03-05 07:02:59;2025-03;Alan Insurance;-126.5;Qonto;;FdS;Alan Insurance;
2025-03-06 00:00:00;2025-03;Sc-rest. Matsuyama;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-07 00:00:00;2025-03;Dac Inter;-76.49;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-08 00:00:00;2025-03;Sapn;-17.8;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-10 07:55:10;2025-03;SAS BVI.EU FINANCE  FP;165.0;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2025-03-10 07:56:28;2025-03;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2025-03-11 10:49:07;2025-03;CORUM EURION;958.4;Qonto;;SCPI;CORUM EURION;
2025-03-14 00:00:00;2025-03;Nicolas 2300;-34.1;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-17 00:00:00;2025-03;Dac Inter;-41.86;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-17 00:00:00;2025-03;Leclerc;-45.98;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-17 00:00:00;2025-03;Leclerc;-27.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-18 16:10:11;2025-03;URSSAF D'ILE DE FRANCE;-12.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2025-03-19 00:00:00;2025-03;Chipotle Mexican Grill;-16.95;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-19 06:44:21;2025-03;BEX Fund V by Peqan;-6000.0;Qonto;;PE;BEX Fund V by Peqan;
2025-03-19 06:50:40;2025-03;DGFIP;-1008.0;Qonto;;impots;DGFIP;
2025-03-20 00:00:00;2025-03;Sc-rest. Matsuyama;-8.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-20 00:00:00;2025-03;Frais Revolut Business;-10.0;Revolut;FEE;FdS;;FEE
2025-03-20 19:45:08;2025-03;CARPA MANIEMENTS DE FONDS;-10000.0;Qonto;;VC;CARPA MANIEMENTS DE FONDS;
2025-03-21 07:50:43;2025-03;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2025-03-24 00:00:00;2025-03;Dac Inter;-44.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-27 00:00:00;2025-03;Sc-rest. Matsuyama;-19.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-03-27 08:49:05;2025-03;Guichar Jean-Philippe;-3000.0;Qonto;;FdS;Guichar Jean-Philippe;
2025-03-30 00:00:00;2025-03;Ristorante Dino Sc1;-63.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-04-01 08:43:41;2025-04;FRENCH PAYROLL EXPERT / Thomas Bidou;-126.0;Qonto;;FdS;FRENCH PAYROLL EXPERT / Thomas Bidou;
2025-04-02 00:00:00;2025-04;Google Gsuite_hfg-capi;-8.16;Revolut;CARD_PAYMENT;FdS;google;
2025-04-03 00:00:00;2025-04;Buns Paris 15;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-04-04 05:53:14;2025-04;Alan Insurance;-126.5;Qonto;;FdS;Alan Insurance;
2025-04-07 00:00:00;2025-04;Dac Inter;-59.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-04-08 00:00:00;2025-04;Openai *chatgpt Subscr;-18.3;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-04-09 05:35:59;2025-04;HISCOX SA HISCOX SA;-248.57;Qonto;;FdS;HISCOX;
2025-04-09 06:53:26;2025-04;SAS SGM PERSEPHONE FP;44.8;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2025-04-09 07:04:48;2025-04;SAS BVI.EU FINANCE  FP;165.0;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
2025-04-09 14:03:56;2025-04;Aria;15132.0;Qonto;;Conseil;Aria;
2025-04-09 14:07:37;2025-04;Aria;19788.0;Qonto;;Conseil;Aria;
2025-04-09 15:21:44;2025-04;Geoffrey RAIA;-8000.0;Qonto;;Conseil;Geoffrey RAIA;
2025-04-09 15:23:46;2025-04;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2025-04-10 00:00:00;2025-04;Sc-rest. Matsuyama;-16.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-04-10 07:03:22;2025-04;Roundtable - WPS VC - NewCo 15;-10000.0;Qonto;;VC;Roundtable - WPS VC - NewCo 15;
2025-04-11 06:46:20;2025-04;CORUM EURION;1188.03;Qonto;;SCPI;CORUM EURION;
2025-04-12 00:00:00;2025-04;Ls We Are Club;-72.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-04-15 03:12:47;2025-04;Mangopay;18023.98;Qonto;;Crowdfunding;Mangopay;
2025-04-16 05:50:48;2025-04;URSSAF D'ILE DE FRANCE;-12.0;Qonto;;impots;URSSAF D'ILE DE FRANCE;
2025-04-17 13:35:10;2025-04;2LDM INVEST;-144.0;Qonto;;FdS;2LDM INVEST;
2025-04-20 00:00:00;2025-04;Frais Revolut Business;-10.0;Revolut;FEE;FdS;;FEE
2025-04-24 03:03:46;2025-04;EPARGNE PIERRE EUROPE;1265.0;Qonto;;SCPI;EPARGNE PIERRE;
2025-04-24 06:51:07;2025-04;SAS INFINI CAPITAL;240.3;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2025-04-25 03:02:04;2025-04;EFIMMO 1;37.98;Qonto;;SCPI;EFIMMO;
2025-04-25 03:09:52;2025-04;EFIMMO 1;886.2;Qonto;;SCPI;EFIMMO;
2025-04-25 03:10:06;2025-04;SCPI EPARGNE PIERRE;3320.28;Qonto;;SCPI;EPARGNE PIERRE;
2025-04-25 03:13:47;2025-04;SCPI IMMORENTE;2063.88;Qonto;;SCPI;IMMORENTE;
2025-04-25 06:02:01;2025-04;ALTAROC ODYSSEY 2024 FPCI;-10000.0;Qonto;;PE;ALTAROC ODYSSEY 2024 FPCI;
2025-04-25 06:10:37;2025-04;ALTAROC ODYSSEY 2023 FPCI;-10000.0;Qonto;;PE;ALTAROC ODYSSEY 2023 FPCI;
2025-04-29 05:43:46;2025-04;ALTAROC ODYSSEY 2022 FPCI;-10000.0;Qonto;;PE;ALTAROC ODYSSEY 2022 FPCI;
2025-04-30 14:07:25;2025-04;Mangopay;175.0;Qonto;;Crowdfunding;Mangopay;
2025-04-30 14:09:20;2025-04;SCI   PRIMOPIERRE;962.0;Qonto;;SCPI;PRIMOPIERRE;
2025-05-01 00:00:00;2025-05;Taxi Emilien;-56.0;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-05-01 00:00:00;2025-05;Sc-rest. Ilaki;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-05-02 00:00:00;2025-05;Chpgne Crochet;-54.5;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-05-02 00:00:00;2025-05;Google Gsuite_hfg-capi;-8.16;Revolut;CARD_PAYMENT;FdS;google;
2025-05-05 00:00:00;2025-05;Total Mkt Fr;-72.41;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-05-05 00:00:00;2025-05;Sapn;-17.8;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-05-05 07:20:24;2025-05;Aria;19788.0;Qonto;;Conseil;Aria;
2025-05-05 07:27:07;2025-05;Aria;15888.6;Qonto;;Conseil;Aria;
2025-05-05 11:19:44;2025-05;Geoffrey RAIA;-8400.0;Qonto;;Conseil;Geoffrey RAIA;
2025-05-05 11:23:28;2025-05;PATRIMOINE SUR MESURE;-17388.0;Qonto;;Conseil;PATRIMOINE SUR MESURE;
2025-05-05 12:53:06;2025-05;OLIVIER MICHEL JEAN-CLAUDE PETIBON;-0.11;Qonto;;VC;OLIVIER MICHEL JEAN-CLAUDE PETIBON;
2025-05-05 12:54:49;2025-05;BLOOM;-25.0;Qonto;;VC;BLOOM;
2025-05-06 05:55:18;2025-05;Alan Insurance;-126.5;Qonto;;FdS;Alan Insurance;
2025-05-08 00:00:00;2025-05;Openai *chatgpt Subscr;-17.63;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-05-08 00:00:00;2025-05;Sc-rest. Matsuyama;-15.9;Revolut;CARD_PAYMENT;FdS;;CARD_PAYMENT
2025-05-08 06:52:41;2025-05;SAS SGM PERSEPHONE FP;166.6;Qonto;;Crowdfunding;SAS SGM PERSEPHONE FP;
2025-05-08 06:52:42;2025-05;SAS INFINI CAPITAL;55.8;Qonto;;Crowdfunding;SAS INFINI CAPITAL;
2025-05-08 06:53:05;2025-05;SAS BVI.EU FINANCE  FP;165.0;Qonto;;Crowdfunding;SAS BVI.EU FINANCE  FP;
